Tweet,User,User_ID,Geo,HashTag,Date
Homeless shelter to re-launch safe-parking program https://www.sonomanews.com/news/10215794-181/homeless-shelter-to-re-launch-safe-parking?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db284404c15b8000148c9cd&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/Ml4yo6Gfv9,sonomanews,18057936,,,Fri Oct 25 05:12:36 +0000 2019
"New tasting room, bocce court at Anaba Wines https://www.sonomanews.com/lifestyle/10183252-181/the-spill-anaba-wines-opens?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db276348021ed0001325275&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/wXBCS9EkU1",sonomanews,18057936,,,Fri Oct 25 04:12:42 +0000 2019
Food: Depot Hotel for sale https://www.sonomanews.com/lifestyle/10212804-181/food-depot-hotel-for-sale?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db2681a8021ed0001325184&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/ea1ElGLQB8,sonomanews,18057936,,,Fri Oct 25 03:12:31 +0000 2019
Valley Forum: Homeless a nightmare for Field of Dreams https://www.sonomanews.com/opinion/10216594-181/valley-forum-homeless-a-nightmare?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db25a124c15b8000148c706&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/vJHjQKGmaY,sonomanews,18057936,,,Fri Oct 25 02:12:39 +0000 2019
Kincade fire started inside The Geysers geothermal power property https://www.sonomanews.com/news/10217385-181/kincade-fire-started-inside-the?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db24bf98021ed0001324ff7&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/dQEvVy1r1s,sonomanews,18057936,,,Fri Oct 25 01:12:29 +0000 2019
Sonoma luxury estate on the market for $1.8M https://www.sonomanews.com/gallery/10208892-181/sonoma-luxury-estate-on-the?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db23df04c15b8000148c56a&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/fCirAh2oRv,sonomanews,18057936,,,Fri Oct 25 00:12:37 +0000 2019
Do N95 masks help protect from wildfire smoke? Bay Area officials don't think so https://www.sonomanews.com/news/10216458-181/n95-masks-could-make-inhaling?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db221c84c15b8000148c3de&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/0nwc7T80uX,sonomanews,18057936,,,Thu Oct 24 22:12:30 +0000 2019
Video from the Kincade fire https://www.sonomanews.com/news/10216157-181/video-from-the-kincaid-fire?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db213c18021ed0001324cb5&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/LtGSSetnxh,sonomanews,18057936,,,Thu Oct 24 21:12:40 +0000 2019
Crews battling wildfire in Annadel https://www.sonomanews.com/news/10216087-181/crews-battling-wildfire-in-trione-annadel?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db205a84c15b8000148c24b&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/GKVvczqPX4,sonomanews,18057936,,,Thu Oct 24 20:12:30 +0000 2019
PG&E to shut off power in parts of Sonoma Valley https://www.sonomanews.com/news/10211574-181/pge-to-shut-off-power?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db1f7a18021ed0001324b52&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/WdYWOOtkeB,sonomanews,18057936,,,Thu Oct 24 19:12:38 +0000 2019
Tips for preparing pomegranates https://www.sonomanews.com/lifestyle/10211406-181/in-season-how-to-prepare?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db1e9968021ed0001324a93&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/Nr9KhVPjNB,sonomanews,18057936,,,Thu Oct 24 18:12:44 +0000 2019
Live map: Kincade fire near Geyserville https://www.sonomanews.com/home/a1/10215511-181/live-map-kincade-fire-near?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db1cd758021ed000132492f&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/sa2WYzwY0p,sonomanews,18057936,,,Thu Oct 24 16:12:45 +0000 2019
‘Epicenter of lawlessness’: Troubled homeless camp overtakes Santa Rosa trail https://www.sonomanews.com/news/10203418-181/camp-crowding-santa-rosa-trail?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db1bf5b4c15b8000148be77&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/XqjGZ3wgk2,sonomanews,18057936,,,Thu Oct 24 15:12:31 +0000 2019
Sonoma Valley’s varsity volleyball team charges into final week of season https://www.sonomanews.com/sports/10193280-181/sonoma-valleys-varsity-volleyball-team?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db1b1568021ed0001324791&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/ScOFfuDwqk,sonomanews,18057936,,,Thu Oct 24 14:12:42 +0000 2019
